date,season,away_team_sbr,home_team_sbr,away_score,home_score,total_open_sbr,total_close_sbr,spread_open_sbr,spread_close_sbr
2019-09-05,2019,GreenBay,Chicago,10.0,3.0,46.0,46.5,3.5,3.0
2019-09-08,2019,Atlanta,Minnesota,12.0,28.0,47.5,46.5,4.5,3.5
2019-09-08,2019,Washington,Philadelphia,27.0,32.0,46.5,44.0,8.0,10.0
2019-09-08,2019,Buffalo,NYJets,17.0,16.0,38.5,41.0,3.5,2.5
2019-09-08,2019,Baltimore,Miami,59.0,10.0,36.5,40.5,3.5,7.0
2019-09-08,2019,SanFrancisco,TampaBay,31.0,17.0,48.5,51.0,1.0,1.0
2019-09-08,2019,KansasCity,Jacksonville,40.0,26.0,52.5,49.0,5.0,3.5
2019-09-08,2019,Tennessee,Cleveland,43.0,13.0,45.0,44.0,5.0,5.5
2019-09-08,2019,LARams,Carolina,30.0,27.0,50.5,49.0,3.0,1.5
2019-09-08,2019,Detroit,Arizona,27.0,27.0,48.5,46.0,0.0,3.0
2019-09-08,2019,Cincinnati,Seattle,20.0,21.0,43.5,44.5,7.5,9.0
2019-09-08,2019,Indianapolis,LAChargers,24.0,30.0,48.0,44.5,3.5,6.0
2019-09-08,2019,NYGiants,Dallas,17.0,35.0,46.0,44.5,7.0,7.0
2019-09-08,2019,Pittsburgh,NewEngland,3.0,33.0,51.5,49.0,6.0,5.5
2019-09-09,2019,Houston,NewOrleans,28.0,30.0,54.0,52.0,7.5,6.5
2019-09-09,2019,Denver,Oakland,16.0,24.0,43.0,42.5,3.0,3.0
2019-09-12,2019,TampaBay,Carolina,20.0,14.0,51.0,48.0,6.0,6.5
2019-09-15,2019,Indianapolis,Tennessee,19.0,17.0,44.0,43.5,3.0,3.0
2019-09-15,2019,LAChargers,Detroit,10.0,13.0,47.0,46.5,3.0,0.0
2019-09-15,2019,Buffalo,NYGiants,28.0,14.0,43.0,44.5,0.0,1.0
2019-09-15,2019,Arizona,Baltimore,17.0,23.0,41.5,46.0,12.0,13.0
2019-09-15,2019,NewEngland,Miami,43.0,0.0,47.0,48.5,15.0,18.5
2019-09-15,2019,Dallas,Washington,31.0,21.0,44.0,46.5,4.5,6.0
2019-09-15,2019,Jacksonville,Houston,12.0,13.0,45.0,43.0,8.0,7.0
2019-09-15,2019,Seattle,Pittsburgh,28.0,26.0,46.5,47.0,3.5,4.0
2019-09-15,2019,SanFrancisco,Cincinnati,41.0,17.0,45.0,46.5,1.0,0.0
2019-09-15,2019,Minnesota,GreenBay,16.0,21.0,46.0,43.5,3.0,3.0
2019-09-15,2019,KansasCity,Oakland,28.0,10.0,52.0,53.0,8.0,7.0
2019-09-15,2019,NewOrleans,LARams,9.0,27.0,54.0,52.5,3.0,1.5
2019-09-15,2019,Chicago,Denver,16.0,14.0,41.0,40.5,2.0,3.0
2019-09-15,2019,Philadelphia,Atlanta,20.0,24.0,51.0,53.0,0.0,1.0
2019-09-16,2019,Cleveland,NYJets,23.0,3.0,45.5,45.0,2.5,6.5
2019-09-19,2019,Tennessee,Jacksonville,7.0,20.0,41.0,38.0,2.5,1.5
2019-09-22,2019,Denver,GreenBay,16.0,27.0,43.5,41.0,7.0,7.0
2019-09-22,2019,Detroit,Philadelphia,27.0,24.0,49.5,44.5,7.0,4.0
2019-09-22,2019,Baltimore,KansasCity,28.0,33.0,51.5,52.0,5.0,4.5
2019-09-22,2019,Cincinnati,Buffalo,17.0,21.0,40.5,43.0,4.0,6.0
2019-09-22,2019,Atlanta,Indianapolis,24.0,27.0,48.0,48.0,2.5,1.5
2019-09-22,2019,Oakland,Minnesota,14.0,34.0,43.0,43.5,7.0,9.0
2019-09-22,2019,NYJets,NewEngland,14.0,30.0,45.5,43.0,21.5,21.0
2019-09-22,2019,Miami,Dallas,6.0,31.0,47.0,46.5,17.0,22.5
2019-09-22,2019,NYGiants,TampaBay,32.0,31.0,49.0,48.0,5.0,5.5
2019-09-22,2019,Carolina,Arizona,38.0,20.0,43.5,45.5,3.5,2.0
2019-09-22,2019,NewOrleans,Seattle,33.0,27.0,50.0,44.0,1.0,5.0
2019-09-22,2019,Houston,LAChargers,27.0,20.0,49.0,49.5,3.5,3.0
2019-09-22,2019,Pittsburgh,SanFrancisco,20.0,24.0,46.5,44.5,0.0,6.0
2019-09-22,2019,LARams,Cleveland,20.0,13.0,51.0,48.0,2.5,4.5
2019-09-23,2019,Chicago,Washington,31.0,15.0,42.5,41.0,4.0,4.5
2019-09-26,2019,Philadelphia,GreenBay,34.0,27.0,48.0,46.5,3.0,3.5
2019-09-29,2019,Carolina,Houston,16.0,10.0,47.0,47.5,4.0,5.5
2019-09-29,2019,Cleveland,Baltimore,40.0,25.0,46.5,47.5,5.0,7.0
2019-09-29,2019,Washington,NYGiants,3.0,24.0,46.0,48.0,1.5,3.0
2019-09-29,2019,LAChargers,Miami,30.0,10.0,45.0,44.0,16.5,14.5
2019-09-29,2019,Oakland,Indianapolis,31.0,24.0,44.0,46.5,6.5,5.5
2019-09-29,2019,KansasCity,Detroit,34.0,30.0,53.0,54.5,6.0,7.5
2019-09-29,2019,NewEngland,Buffalo,16.0,10.0,44.0,41.5,6.5,7.0
2019-09-29,2019,Tennessee,Atlanta,24.0,10.0,46.5,46.0,4.5,3.0
2019-09-29,2019,TampaBay,LARams,55.0,40.0,50.0,48.5,9.5,9.0
2019-09-29,2019,Seattle,Arizona,27.0,10.0,46.0,49.0,3.5,5.5
2019-09-29,2019,Minnesota,Chicago,6.0,16.0,39.0,38.5,3.0,0.0
2019-09-29,2019,Jacksonville,Denver,26.0,24.0,38.0,37.0,3.0,2.5
2019-09-29,2019,Dallas,NewOrleans,10.0,12.0,45.0,47.0,3.0,2.5
2019-09-30,2019,Cincinnati,Pittsburgh,3.0,27.0,43.5,44.5,4.5,3.5
2019-10-03,2019,LARams,Seattle,29.0,30.0,48.0,48.0,2.0,1.5
2019-10-06,2019,Baltimore,Pittsburgh,26.0,23.0,42.5,44.0,3.5,3.0
2019-10-06,2019,Chicago,Oakland,21.0,24.0,41.0,40.0,7.0,7.0
2019-10-06,2019,Arizona,Cincinnati,26.0,23.0,48.5,46.5,4.0,3.0
2019-10-06,2019,Jacksonville,Carolina,27.0,34.0,42.0,40.5,4.0,3.0
2019-10-06,2019,Minnesota,NYGiants,28.0,10.0,46.0,43.5,6.0,6.0
2019-10-06,2019,NewEngland,Washington,33.0,7.0,47.5,42.0,13.0,16.5
2019-10-06,2019,NYJets,Philadelphia,6.0,31.0,44.5,43.0,14.0,14.0
2019-10-06,2019,TampaBay,NewOrleans,24.0,31.0,47.0,46.5,5.5,3.0
2019-10-06,2019,Atlanta,Houston,32.0,53.0,49.5,49.5,3.5,4.0
2019-10-06,2019,Buffalo,Tennessee,14.0,7.0,38.0,38.5,2.5,3.5
2019-10-06,2019,Denver,LAChargers,20.0,13.0,44.0,45.5,6.5,4.5
2019-10-06,2019,GreenBay,Dallas,34.0,24.0,48.0,46.5,4.0,3.0
2019-10-06,2019,Indianapolis,KansasCity,19.0,13.0,54.0,55.5,9.0,10.5
2019-10-07,2019,Cleveland,SanFrancisco,3.0,31.0,47.0,48.0,5.0,5.0
2019-10-10,2019,NYGiants,NewEngland,14.0,35.0,46.5,43.0,15.0,17.0
2019-10-13,2019,Carolina,TampaBay,37.0,26.0,46.0,47.5,2.5,2.0
2019-10-13,2019,Cincinnati,Baltimore,17.0,23.0,48.0,47.0,10.5,10.5
2019-10-13,2019,Seattle,Cleveland,32.0,28.0,46.0,45.5,2.5,1.0
2019-10-13,2019,Houston,KansasCity,31.0,24.0,54.0,54.5,7.5,3.5
2019-10-13,2019,NewOrleans,Jacksonville,13.0,6.0,43.5,42.0,2.5,2.5
2019-10-13,2019,Philadelphia,Minnesota,20.0,38.0,44.0,45.0,3.0,3.5
2019-10-13,2019,Washington,Miami,17.0,16.0,41.0,42.5,5.0,6.0
2019-10-13,2019,SanFrancisco,LARams,20.0,7.0,48.5,50.0,4.0,3.0
2019-10-13,2019,Atlanta,Arizona,33.0,34.0,47.0,52.5,3.0,3.0
2019-10-13,2019,Dallas,NYJets,22.0,24.0,44.0,43.5,9.5,7.0
2019-10-13,2019,Tennessee,Denver,0.0,16.0,40.0,40.5,2.0,1.0
2019-10-13,2019,Pittsburgh,LAChargers,24.0,17.0,43.5,42.5,5.0,6.0
2019-10-14,2019,Detroit,GreenBay,22.0,23.0,46.5,46.5,6.5,3.5
2019-10-17,2019,KansasCity,Denver,30.0,6.0,50.5,49.5,5.5,3.0
2019-10-20,2019,Arizona,NYGiants,27.0,21.0,50.0,50.0,1.0,3.5
2019-10-20,2019,Houston,Indianapolis,23.0,30.0,47.5,46.5,1.0,1.5
2019-10-20,2019,Miami,Buffalo,21.0,31.0,41.0,42.0,17.0,17.0
2019-10-20,2019,Minnesota,Detroit,42.0,30.0,44.0,43.5,1.0,2.5
2019-10-20,2019,Oakland,GreenBay,24.0,42.0,46.0,47.5,7.5,6.0
2019-10-20,2019,Jacksonville,Cincinnati,27.0,17.0,47.5,44.0,4.5,4.5
2019-10-20,2019,LARams,Atlanta,37.0,10.0,52.5,54.5,3.5,3.0
2019-10-20,2019,SanFrancisco,Washington,9.0,0.0,43.0,38.5,10.0,10.0
2019-10-20,2019,LAChargers,Tennessee,20.0,23.0,40.5,42.5,2.5,3.0
2019-10-20,2019,Baltimore,Seattle,30.0,16.0,50.5,48.0,3.5,3.0
2019-10-20,2019,NewOrleans,Chicago,36.0,25.0,38.5,37.0,4.0,4.0
2019-10-20,2019,Philadelphia,Dallas,10.0,37.0,47.5,50.0,3.0,3.0
2019-10-21,2019,NewEngland,NYJets,33.0,0.0,43.0,43.0,10.0,9.5
2019-10-24,2019,Washington,Minnesota,9.0,19.0,40.0,41.5,14.0,16.5
2019-10-27,2019,NYGiants,Detroit,26.0,31.0,48.5,49.5,7.0,6.0
2019-10-27,2019,TampaBay,Tennessee,23.0,27.0,47.0,45.5,3.0,1.5
2019-10-27,2019,LAChargers,Chicago,17.0,16.0,40.5,41.0,4.5,3.5
2019-10-27,2019,Seattle,Atlanta,27.0,20.0,54.0,49.0,3.0,7.5
2019-10-27,2019,NYJets,Jacksonville,15.0,29.0,41.0,40.0,5.5,7.0
2019-10-27,2019,Philadelphia,Buffalo,31.0,13.0,41.5,38.5,2.5,1.0
2019-10-27,2019,Cincinnati,LARams,10.0,24.0,47.5,48.0,10.5,11.5
2019-10-27,2019,Arizona,NewOrleans,9.0,31.0,49.5,48.5,11.5,12.0
2019-10-27,2019,Oakland,Houston,24.0,27.0,48.0,52.5,5.5,5.0
2019-10-27,2019,Carolina,SanFrancisco,13.0,51.0,41.5,40.5,6.0,4.0
2019-10-27,2019,Denver,Indianapolis,13.0,15.0,43.5,42.0,5.0,6.0
2019-10-27,2019,Cleveland,NewEngland,13.0,27.0,46.5,42.5,11.0,10.0
2019-10-27,2019,GreenBay,KansasCity,31.0,24.0,48.0,48.0,3.5,5.0
2019-10-28,2019,Miami,Pittsburgh,14.0,27.0,42.5,44.0,17.0,14.0
2019-10-31,2019,SanFrancisco,Arizona,28.0,25.0,43.0,43.5,0.0,10.0
2019-11-03,2019,Houston,Jacksonville,26.0,3.0,47.0,46.0,3.0,1.0
2019-11-03,2019,Washington,Buffalo,9.0,24.0,36.5,37.0,10.0,10.5
2019-11-03,2019,Tennessee,Carolina,20.0,30.0,40.0,43.0,4.5,3.5
2019-11-03,2019,Chicago,Philadelphia,14.0,22.0,45.0,41.0,3.0,5.0
2019-11-03,2019,Minnesota,KansasCity,23.0,26.0,45.5,45.5,4.0,5.5
2019-11-03,2019,NYJets,Miami,18.0,26.0,41.0,42.5,5.5,3.5
2019-11-03,2019,Indianapolis,Pittsburgh,24.0,26.0,43.5,39.5,0.0,1.5
2019-11-03,2019,Detroit,Oakland,24.0,31.0,51.0,51.5,1.0,2.5
2019-11-03,2019,TampaBay,Seattle,34.0,40.0,53.5,51.0,5.5,4.0
2019-11-03,2019,Cleveland,Denver,19.0,24.0,43.0,39.0,1.0,4.0
2019-11-03,2019,GreenBay,LAChargers,11.0,26.0,46.0,50.5,3.5,4.5
2019-11-03,2019,NewEngland,Baltimore,20.0,37.0,46.5,44.0,4.5,3.0
2019-11-04,2019,Dallas,NYGiants,37.0,18.0,47.0,48.5,7.0,6.5
2019-11-07,2019,LAChargers,Oakland,24.0,26.0,47.5,49.0,2.5,1.5
2019-11-10,2019,KansasCity,Tennessee,32.0,35.0,47.5,49.0,6.0,5.5
2019-11-10,2019,Buffalo,Cleveland,16.0,19.0,42.5,42.0,3.0,3.0
2019-11-10,2019,Arizona,TampaBay,27.0,30.0,54.0,51.5,6.0,5.0
2019-11-10,2019,NYGiants,NYJets,27.0,34.0,41.0,43.0,0.0,3.0
2019-11-10,2019,Atlanta,NewOrleans,26.0,9.0,50.0,51.5,13.0,13.5
2019-11-10,2019,Baltimore,Cincinnati,49.0,13.0,46.0,44.5,10.0,10.5
2019-11-10,2019,Carolina,GreenBay,16.0,24.0,48.0,49.0,6.0,5.0
2019-11-10,2019,Detroit,Chicago,13.0,20.0,44.0,38.0,3.0,6.5
2019-11-10,2019,Miami,Indianapolis,16.0,12.0,44.0,44.5,16.0,11.0
2019-11-10,2019,LARams,Pittsburgh,12.0,17.0,45.5,43.5,3.0,4.5
2019-11-10,2019,Minnesota,Dallas,28.0,24.0,45.5,48.0,2.5,3.0
2019-11-11,2019,Seattle,SanFrancisco,27.0,24.0,44.0,47.0,6.5,6.5
2019-11-14,2019,Pittsburgh,Cleveland,7.0,21.0,41.5,41.5,2.5,3.0
2019-11-17,2019,Dallas,Detroit,35.0,27.0,51.5,46.5,3.5,7.0
2019-11-17,2019,NewOrleans,TampaBay,34.0,17.0,51.0,50.5,6.0,5.0
2019-11-17,2019,Atlanta,Carolina,29.0,3.0,54.0,49.5,7.0,3.5
2019-11-17,2019,Jacksonville,Indianapolis,13.0,33.0,44.0,42.0,3.5,2.5
2019-11-17,2019,Denver,Minnesota,23.0,27.0,38.5,40.5,10.5,9.5
2019-11-17,2019,NYJets,Washington,34.0,17.0,37.5,37.5,2.0,2.0
2019-11-17,2019,Buffalo,Miami,37.0,20.0,39.0,41.5,7.5,7.0
2019-11-17,2019,Houston,Baltimore,7.0,41.0,49.0,51.5,4.0,4.5
2019-11-17,2019,Arizona,SanFrancisco,26.0,36.0,44.0,44.0,13.5,9.5
2019-11-17,2019,NewEngland,Philadelphia,17.0,10.0,46.0,45.0,3.0,4.5
2019-11-17,2019,Cincinnati,Oakland,10.0,17.0,48.0,48.5,9.0,13.0
2019-11-17,2019,Chicago,LARams,7.0,17.0,42.0,40.0,8.0,5.0
2019-11-18,2019,KansasCity,LAChargers,24.0,17.0,49.0,52.0,4.0,6.0
2019-11-21,2019,Indianapolis,Houston,17.0,20.0,46.5,46.5,6.0,3.5
2019-11-24,2019,Miami,Cleveland,24.0,41.0,45.0,46.0,12.5,10.5
2019-11-24,2019,Denver,Buffalo,3.0,20.0,35.0,37.0,5.0,3.5
2019-11-24,2019,Pittsburgh,Cincinnati,16.0,10.0,40.0,37.0,7.0,6.0
2019-11-24,2019,NYGiants,Chicago,14.0,19.0,41.0,40.5,7.0,6.0
2019-11-24,2019,Oakland,NYJets,3.0,34.0,47.0,44.5,3.5,3.5
2019-11-24,2019,Carolina,NewOrleans,31.0,34.0,48.0,46.5,7.0,9.5
2019-11-24,2019,TampaBay,Atlanta,35.0,22.0,54.5,51.0,2.5,3.0
2019-11-24,2019,Detroit,Washington,16.0,19.0,42.0,39.5,2.0,4.0
2019-11-24,2019,Jacksonville,Tennessee,20.0,42.0,41.0,42.0,3.0,4.5
2019-11-24,2019,Dallas,NewEngland,9.0,13.0,47.0,45.0,7.0,6.0
2019-11-24,2019,GreenBay,SanFrancisco,8.0,37.0,44.0,48.0,4.0,3.0
2019-11-24,2019,Seattle,Philadelphia,17.0,9.0,49.0,46.0,3.0,1.0
2019-11-25,2019,Baltimore,LARams,45.0,6.0,49.0,46.5,1.0,3.5
2019-11-28,2019,Chicago,Detroit,24.0,20.0,41.0,37.0,1.0,5.5
2019-11-28,2019,Buffalo,Dallas,26.0,15.0,45.0,47.0,8.0,6.5
2019-11-28,2019,NewOrleans,Atlanta,26.0,18.0,48.0,47.5,5.0,7.0
2019-12-01,2019,GreenBay,NYGiants,31.0,13.0,47.0,43.5,7.5,6.5
2019-12-01,2019,Washington,Carolina,29.0,21.0,41.0,38.5,9.5,10.5
2019-12-01,2019,SanFrancisco,Baltimore,17.0,20.0,46.0,45.5,4.5,5.5
2019-12-01,2019,Tennessee,Indianapolis,31.0,17.0,42.0,41.5,3.5,1.0
2019-12-01,2019,Philadelphia,Miami,31.0,37.0,46.5,44.5,9.0,10.0
2019-12-01,2019,Oakland,KansasCity,9.0,40.0,54.5,49.5,9.0,11.0
2019-12-01,2019,TampaBay,Jacksonville,28.0,11.0,49.0,46.0,3.5,3.0
2019-12-01,2019,NYJets,Cincinnati,6.0,22.0,41.0,43.0,3.0,2.5
2019-12-01,2019,LARams,Arizona,34.0,7.0,47.0,47.5,4.5,2.5
2019-12-01,2019,LAChargers,Denver,20.0,23.0,38.0,38.5,1.0,4.5
2019-12-01,2019,Cleveland,Pittsburgh,13.0,20.0,40.5,40.0,3.0,1.0
2019-12-01,2019,NewEngland,Houston,22.0,28.0,44.5,47.0,4.5,3.0
2019-12-02,2019,Minnesota,Seattle,30.0,37.0,49.0,48.5,2.5,3.0
2019-12-05,2019,Dallas,Chicago,24.0,31.0,42.5,43.0,3.0,3.0
2019-12-08,2019,Baltimore,Buffalo,24.0,17.0,43.0,44.5,6.5,6.0
2019-12-08,2019,Washington,GreenBay,15.0,20.0,42.0,42.5,14.5,13.0
2019-12-08,2019,Denver,Houston,38.0,24.0,8.0,42.5,0.5,8.0
2019-12-08,2019,SanFrancisco,NewOrleans,48.0,46.0,45.5,45.0,3.0,1.5
2019-12-08,2019,Cincinnati,Cleveland,19.0,27.0,43.0,43.5,10.5,6.5
2019-12-08,2019,Carolina,Atlanta,20.0,40.0,48.5,48.0,1.5,3.5
2019-12-08,2019,Detroit,Minnesota,7.0,20.0,44.0,44.5,13.0,12.0
2019-12-08,2019,Miami,NYJets,21.0,22.0,44.0,47.5,7.5,5.0
2019-12-08,2019,Indianapolis,TampaBay,35.0,38.0,50.5,47.0,2.0,3.0
2019-12-08,2019,LAChargers,Jacksonville,45.0,10.0,44.5,41.5,1.0,3.0
2019-12-08,2019,KansasCity,NewEngland,23.0,16.0,50.5,49.0,3.5,3.0
2019-12-08,2019,Pittsburgh,Arizona,23.0,17.0,43.0,43.5,2.5,1.5
2019-12-08,2019,Tennessee,Oakland,42.0,21.0,46.5,47.0,1.0,3.0
2019-12-08,2019,Seattle,LARams,12.0,28.0,46.5,48.0,2.5,1.5
2019-12-09,2019,NYGiants,Philadelphia,17.0,23.0,46.5,45.5,8.5,9.0
2019-12-12,2019,NYJets,Baltimore,21.0,42.0,44.0,43.5,14.5,17.0
2019-12-15,2019,TampaBay,Detroit,38.0,17.0,47.5,46.5,3.0,6.0
2019-12-15,2019,Philadelphia,Washington,37.0,27.0,40.0,39.0,6.0,6.5
2019-12-15,2019,Chicago,GreenBay,13.0,21.0,41.0,40.5,6.5,4.5
2019-12-15,2019,NewEngland,Cincinnati,34.0,13.0,40.0,42.0,11.0,10.5
2019-12-15,2019,Houston,Tennessee,24.0,21.0,47.5,50.0,2.5,3.0
2019-12-15,2019,Seattle,Carolina,30.0,24.0,48.5,49.0,5.0,6.0
2019-12-15,2019,Denver,KansasCity,3.0,23.0,46.5,42.5,13.0,9.0
2019-12-15,2019,Miami,NYGiants,20.0,36.0,48.0,46.5,3.5,3.5
2019-12-15,2019,Buffalo,Pittsburgh,17.0,10.0,37.0,37.0,0.0,1.0
2019-12-15,2019,Jacksonville,Oakland,20.0,16.0,44.5,47.0,4.0,7.0
2019-12-15,2019,Cleveland,Arizona,24.0,38.0,47.0,49.0,3.0,3.0
2019-12-15,2019,Atlanta,SanFrancisco,29.0,22.0,45.5,49.5,12.0,10.0
2019-12-15,2019,LARams,Dallas,21.0,44.0,47.0,48.5,3.0,1.0
2019-12-15,2019,Minnesota,LAChargers,39.0,10.0,46.0,45.0,3.0,1.5
2019-12-16,2019,Indianapolis,NewOrleans,7.0,34.0,44.0,49.5,8.5,8.0
2019-12-21,2019,LARams,SanFrancisco,31.0,34.0,46.5,45.5,6.0,7.0
2019-12-21,2019,Buffalo,NewEngland,17.0,24.0,38.5,39.0,6.5,6.5
2019-12-21,2019,Houston,TampaBay,23.0,20.0,53.0,50.5,0.0,3.0
2019-12-22,2019,Detroit,Denver,17.0,27.0,37.5,40.0,6.5,8.0
2019-12-22,2019,Oakland,LAChargers,24.0,17.0,47.0,45.0,6.5,7.5
2019-12-22,2019,Jacksonville,Atlanta,12.0,24.0,46.0,48.0,7.0,7.0
2019-12-22,2019,NewOrleans,Tennessee,38.0,28.0,51.0,48.5,1.0,3.0
2019-12-22,2019,NYGiants,Washington,41.0,35.0,41.0,42.5,2.0,1.5
2019-12-22,2019,Pittsburgh,NYJets,10.0,16.0,38.5,36.5,3.0,3.0
2019-12-22,2019,Cincinnati,Miami,35.0,38.0,45.5,45.5,2.5,1.5
2019-12-22,2019,Carolina,Indianapolis,6.0,38.0,46.5,46.5,6.5,7.0
2019-12-22,2019,Baltimore,Cleveland,31.0,15.0,49.0,49.0,7.0,10.0
2019-12-22,2019,Dallas,Philadelphia,9.0,17.0,47.5,46.5,1.0,2.5
2019-12-22,2019,Arizona,Seattle,27.0,13.0,48.5,51.0,10.0,7.5
2019-12-22,2019,KansasCity,Chicago,26.0,3.0,45.0,45.5,4.0,7.0
2019-12-23,2019,GreenBay,Minnesota,23.0,10.0,46.5,47.0,4.5,4.5
2019-12-29,2019,Tennessee,Houston,35.0,14.0,49.0,43.0,1.0,10.0
2019-12-29,2019,Cleveland,Cincinnati,23.0,33.0,46.0,44.0,3.0,2.5
2019-12-29,2019,Chicago,Minnesota,21.0,19.0,41.5,35.5,7.0,5.0
2019-12-29,2019,Indianapolis,Jacksonville,20.0,38.0,44.5,41.5,1.0,5.5
2019-12-29,2019,Atlanta,TampaBay,28.0,22.0,50.5,48.5,2.5,1.5
2019-12-29,2019,Washington,Dallas,16.0,47.0,44.0,47.0,14.0,12.0
2019-12-29,2019,NewOrleans,Carolina,42.0,10.0,48.0,45.0,11.0,14.5
2019-12-29,2019,Philadelphia,NYGiants,34.0,17.0,45.0,44.5,4.0,3.5
2019-12-29,2019,Pittsburgh,Baltimore,10.0,28.0,40.5,35.0,2.5,2.0
2019-12-29,2019,NYJets,Buffalo,13.0,6.0,37.0,37.0,5.5,1.5
2019-12-29,2019,Miami,NewEngland,27.0,24.0,43.5,45.5,16.5,17.0
2019-12-29,2019,GreenBay,Detroit,23.0,20.0,41.5,44.0,10.0,13.5
2019-12-29,2019,LAChargers,KansasCity,21.0,31.0,48.0,46.0,7.0,10.0
2019-12-29,2019,Arizona,LARams,24.0,31.0,49.0,46.0,7.0,6.5
2019-12-29,2019,SanFrancisco,Seattle,26.0,21.0,47.0,47.0,0.0,3.5
2019-12-29,2019,Oakland,Denver,15.0,16.0,41.5,41.0,4.5,5.0
2020-01-04,2019,Buffalo,Houston,19.0,22.0,41.0,43.0,3.0,2.5
2020-01-04,2019,Tennessee,NewEngland,20.0,13.0,42.5,45.5,5.5,5.0
2020-01-05,2019,Minnesota,NewOrleans,26.0,20.0,47.0,49.5,7.0,7.0
2020-01-05,2019,Seattle,Philadelphia,17.0,9.0,46.0,44.0,1.0,1.0
2020-01-11,2019,Minnesota,SanFrancisco,10.0,27.0,45.5,44.5,6.5,7.0
2020-01-11,2019,Tennessee,Baltimore,28.0,12.0,48.0,47.5,9.5,10.0
2020-01-12,2019,Houston,KansasCity,31.0,51.0,48.0,51.0,7.5,10.0
2020-01-12,2019,Seattle,GreenBay,23.0,28.0,47.0,45.5,3.5,5.0
2020-01-19,2019,GreenBay,SanFrancisco,20.0,37.0,44.5,47.0,7.0,7.5
2020-01-19,2019,Tennessee,KansasCity,24.0,35.0,51.5,51.5,7.5,7.0
2020-02-02,2019,SanFrancisco,KansasCity,20.0,31.0,51.0,53.0,0.0,2.0
2020-09-10,2020,Houston,KansasCity,20.0,34.0,54.0,53.5,9.5,9.5
2020-09-13,2020,Miami,NewEngland,11.0,21.0,43.0,41.5,7.0,7.0
2020-09-13,2020,Cleveland,Baltimore,6.0,38.0,48.5,47.5,8.5,7.0
2020-09-13,2020,NYJets,Buffalo,17.0,27.0,39.5,39.0,6.0,6.5
2020-09-13,2020,LasVegas,Carolina,34.0,30.0,47.0,48.0,1.5,3.0
2020-09-13,2020,Seattle,Atlanta,38.0,25.0,49.5,49.5,1.0,1.0
2020-09-13,2020,Philadelphia,Washington,17.0,27.0,44.0,41.5,6.5,5.5
2020-09-13,2020,Chicago,Detroit,27.0,23.0,43.5,42.5,1.0,2.5
2020-09-13,2020,Indianapolis,Jacksonville,20.0,27.0,44.5,44.0,6.5,7.0
2020-09-13,2020,GreenBay,Minnesota,43.0,34.0,46.0,44.5,3.0,1.5
2020-09-13,2020,LAChargers,Cincinnati,16.0,13.0,44.0,41.0,3.0,2.0
2020-09-13,2020,Arizona,SanFrancisco,24.0,20.0,46.5,48.5,7.0,6.5
2020-09-13,2020,TampaBay,NewOrleans,23.0,34.0,49.5,48.5,4.0,4.0
2020-09-13,2020,Dallas,LARams,17.0,20.0,49.5,52.0,2.5,0.0
2020-09-14,2020,Pittsburgh,NYGiants,26.0,16.0,46.5,44.0,3.5,6.0
2020-09-14,2020,Tennessee,Denver,16.0,14.0,42.0,41.0,1.0,3.0
2020-09-17,2020,Cincinnati,Cleveland,30.0,35.0,46.0,43.5,7.5,6.0
2020-09-20,2020,LARams,Philadelphia,37.0,19.0,48.5,46.0,3.5,2.0
2020-09-20,2020,Carolina,TampaBay,17.0,31.0,48.5,47.0,8.0,8.0
2020-09-20,2020,Denver,Pittsburgh,21.0,26.0,43.0,41.0,5.5,6.5
2020-09-20,2020,Atlanta,Dallas,39.0,40.0,50.0,53.5,7.0,2.5
2020-09-20,2020,SanFrancisco,NYJets,31.0,13.0,43.5,41.5,6.0,7.0
2020-09-20,2020,Buffalo,Miami,31.0,28.0,43.0,42.5,3.5,5.5
2020-09-20,2020,Minnesota,Indianapolis,11.0,28.0,46.0,49.0,2.5,3.5
2020-09-20,2020,Detroit,GreenBay,21.0,42.0,46.0,51.0,6.0,6.5
2020-09-20,2020,NYGiants,Chicago,13.0,17.0,43.0,43.0,5.5,4.5
2020-09-20,2020,Jacksonville,Tennessee,30.0,33.0,11.0,45.0,4.0,7.0
2020-09-20,2020,Washington,Arizona,15.0,30.0,46.5,46.5,6.0,7.0
2020-09-20,2020,Baltimore,Houston,33.0,16.0,53.5,49.0,5.5,7.5
2020-09-20,2020,KansasCity,LAChargers,23.0,20.0,50.5,47.5,6.5,8.5
2020-09-20,2020,NewEngland,Seattle,30.0,35.0,44.0,45.0,3.0,4.5
2020-09-21,2020,NewOrleans,LasVegas,24.0,34.0,50.5,47.0,4.5,3.5
2020-09-24,2020,Miami,Jacksonville,31.0,13.0,44.0,49.0,1.5,2.5
2020-09-27,2020,LasVegas,NewEngland,20.0,36.0,48.0,47.0,3.5,7.0
2020-09-27,2020,LARams,Buffalo,32.0,35.0,44.5,46.5,3.0,2.0
